,PROVINCIAS,MUNICIPIO,TIPOCENTRO,NOMBRE,DIRECCION,CP
8701,BARCELONA,Sant Esteve Sesrovires,CENTRO SALUD,SANT ESTEVE SESROVIRES,"CL DE LA VILA, Nº 2",8635
8702,BARCELONA,Sant Llorenç d'Hortons,CENTRO SALUD,SANT LLORENÇ D'HORTONS,"CATALUNYA, Nº 25",8791
8703,BARCELONA,Sant Llorenç d'Hortons,CONSULTORIO LOCAL,LA BEGUDA ALTA,"PL DELS OCELLS, S/N",8791
8704,BARCELONA,Sant Fost de Campsentelles,CENTRO SALUD,SANT FOST DE CAMPSENTELLES,"CTRA. DE BADALONA, Nº 99",8105
8705,BARCELONA,Mataró,CENTRO SALUD,RONDA PRIM - LA RIERA,"RONDA GENERAL PRIM, Nº 35",8302
8706,BARCELONA,Mataró,CENTRO SALUD,MATARÓ-CENTRE,"C/ CAMÍ RAL, Nº 208-210",8301
8707,BARCELONA,Mataró,CENTRO SALUD,ROCAFONDA-PALAU,"RDA. PINTOR RAFAEL ESTRANY, Nº 24",8304
8708,BARCELONA,Mataró,CENTRO SALUD,CIRERA MOLINS,"RONDA FREDERIC MISTRAL, Nº 2",8304
8709,BARCELONA,Mataró,CENTRO SALUD,LA LLÀNTIA,"C/ VERGE DE GUADALUPE, Nº 2",8303
8710,BARCELONA,Mataró,CENTRO SALUD,RONDA CERDANYA,"C/ VALLÈS, Nº 37",8303
8711,BARCELONA,Mataró,CENTRO SALUD,MARESME,"CM DEL MIG, Nº 36",8303
8712,BARCELONA,Molins de Rei,CENTRO SALUD,LA GRANJA,"C/ DE LES SÍNIES, Nº 9 - 15",8750
8713,BARCELONA,"Papiol, El",CONSULTORIO LOCAL,EL PAPIOL,"C/ GENERALITAT, Nº 7",8754
8714,BARCELONA,Mollet del Vallès,CENTRO SALUD,CAN PANTIQUET,"C/ LLUÍS MILLET, Nº 15",8100
8715,BARCELONA,Mollet del Vallès,CENTRO SALUD,PLANA LLEDÓ,"AV. RÍVOLI, Nº 7",8100
8716,BARCELONA,Montcada i Reixac,CENTRO SALUD,LES INDIANES,"CAMÍ DE LA FONT FREDA, S/N",8110
8717,BARCELONA,Montcada i Reixac,CENTRO SALUD,MONTCADA I REIXAC,"PG. DE JAUME I, S/N",8110
8718,BARCELONA,Montcada i Reixac,CONSULTORIO LOCAL,CAN SANT JOAN,C/ TURO N º 40,8110
8719,BARCELONA,Montgat,CENTRO SALUD,MONTGAT,"C/ SANT ANTONI M. CLARET, S/N",8390
8720,BARCELONA,Tiana,CONSULTORIO LOCAL,TIANA,"CL FRANCI, Nº 9",8391
8721,BARCELONA,Montmeló,CENTRO SALUD,MONTMELÓ,"PL. ERNEST LLUCH, Nº 1",8160
8722,BARCELONA,Montornès del Vallès,CONSULTORIO LOCAL,MONTORNÈS DEL VALLÈS,"C/ FEDERICO GARCIA LORCA, Nº 16",8170
8723,BARCELONA,Montornès del Vallès,CENTRO SALUD,MONTORNÈS DEL VALLÈS,"C/ CAN PARERA, Nº 7",8170
8724,BARCELONA,Vallromanes,CONSULTORIO LOCAL,VALLROMANES,"AV VILASSAR DE DALT, Nº 6-8",8188
8725,BARCELONA,Vilanova del Vallès,CENTRO SALUD,VILANOVA DEL VALLÈS,"PL. OVIDI MONTLLOR, Nº 1",8410
8726,BARCELONA,"Masnou, El",CENTRO SALUD,OCATA,"C/ TORRENT DE CAN GAIO, Nº 17",8320
8727,BARCELONA,Teià,CONSULTORIO LOCAL,TEIÀ,"PG. DE LA RIERA, Nº 118",8329
8728,BARCELONA,Olesa de Montserrat,CENTRO SALUD,OLESA DE MONTSERRAT,"C/ LLUÍS PUIGJANER, Nº 22",8640
8729,BARCELONA,Palau-solità i Plegamans,CENTRO SALUD,PALAU-SOLITÀ I PLEGAMANS,"C/ CAN CORTÈS, Nº 46",8184
8730,BARCELONA,Pallejà,CENTRO SALUD,PALLEJÀ,"PL. JACINT VERDAGUER, Nº 5",8780
8731,BARCELONA,Parets del Vallès,CENTRO SALUD,PARETS DEL VALLÈS,"AV. DE CATALUNYA, Nº 127-B",8150
8732,BARCELONA,Avinyonet del Penedès,CONSULTORIO LOCAL,AVINYÓ NOU,"PL. DE LA VILA, Nº 1",8793
8733,BARCELONA,"Cabanyes, Les",CONSULTORIO LOCAL,CABANYES (LES),"CTRA. DE GUARDIOLA, S/N",8794
8734,BARCELONA,Castellví de la Marca,CONSULTORIO LOCAL,LA MÚNIA,"C/ ANSELM CLAVÉ, Nº 11",8732
8735,BARCELONA,Font-rubí,CONSULTORIO LOCAL,GUARDIOLA DE FONT-RUBÍ,"PL. DE L'AJUNTAMENT, Nº 1",8736
8736,BARCELONA,"Granada, La",CONSULTORIO LOCAL,LA GRANADA,"CL SANT CRISTÒFOL, S/N",8792
8737,BARCELONA,Olèrdola,CONSULTORIO LOCAL,MOJA,"C/ LA CARRERADA, Nº 12",8734
8738,BARCELONA,Olèrdola,CONSULTORIO LOCAL,SANT MIQUEL D'OLÈRDOLA,"AVDA. CATALUNYA, Nº 12",8734
8739,BARCELONA,Olèrdola,CONSULTORIO LOCAL,SANT PERE MOLANTA,"C/ MILÀ I FONTANALS, S/N",8799
8740,BARCELONA,Olesa de Bonesvalls,CONSULTORIO LOCAL,OLESA DE BONESVALLS,"C/ L'ANTIGUA, S/N",8795
8741,BARCELONA,Pacs del Penedès,CONSULTORIO LOCAL,PACS DEL PENEDÈS,"C/ DE LES ESCOLES, Nº 19",8796
8742,BARCELONA,"Pla del Penedès, El",CONSULTORIO LOCAL,PLA DEL PENEDÈS (EL),"PL. PAU FONTANALS, Nº 1",8733
8743,BARCELONA,Pontons,CONSULTORIO LOCAL,PONTONS,"PL. DE LA VILA, S/N",8738
8744,BARCELONA,Puigdàlber,CONSULTORIO LOCAL,PUIGDÀLBER,"PL. DE LA VILA, Nº 1",8797
8745,BARCELONA,Sant Cugat Sesgarrigues,CONSULTORIO LOCAL,SANT CUGAT SESGARRIGUES,"C/ MILÀ I FONTANALS, Nº 27",8798
8746,BARCELONA,Sant Martí Sarroca,CONSULTORIO LOCAL,SANT MARTÍ SARROCA,"RAMBLA CATALUNYA, S/N",8731
8747,BARCELONA,Santa Fe del Penedès,CONSULTORIO LOCAL,SANTA FE DEL PENEDÈS,"C/ DE L'HORTA, Nº 1",8792
8748,BARCELONA,Santa Margarida i els Monjos,CENTRO SALUD,SANTA MARGARIDA I ELS MONJOS,"PG. FLUVIAL, S/N",8730
8749,BARCELONA,Santa Margarida i els Monjos,CONSULTORIO LOCAL,LA RÀPITA,"PL. RAMON CABRÉ, S/N",8730
8750,BARCELONA,Subirats,CONSULTORIO LOCAL,LAVERN,"C/ DE LES ESCOLES, Nº 3",8739
8751,BARCELONA,Subirats,CONSULTORIO LOCAL,ISIDRE BAGES,"PL. ATENEU, Nº 4",8739
8752,BARCELONA,Subirats,CONSULTORIO LOCAL,SANT PAU D'ORDAL,"C/ PONENT, Nº 13",8739
8753,BARCELONA,Torrelles de Foix,CONSULTORIO LOCAL,TORRELLES DE FOIX,"C/ RONDA, Nº 2",8737
8754,BARCELONA,Vilobí del Penedès,CONSULTORIO LOCAL,VILOBÍ DEL PENEDÈS,"C/ TORRENT, Nº 3",8735
8755,BARCELONA,Sentmenat,CENTRO SALUD,SENTMENAT,"PASSEIG DE LA SAGRERA, Nº 17",8181
8756,BARCELONA,Polinyà,CENTRO SALUD,POLINYÀ,"C/ ONZE DE SETEMBRE, Nº 21",8213
8757,BARCELONA,Premià de Dalt,CONSULTORIO LOCAL,BARRI EL REMEI,"TORRENT CASTELLS, Nº 83",8338
8758,BARCELONA,Premià de Mar,CONSULTORIO LOCAL,BARRI COTET,"AV. BARCELONA, Nº 14",8338
8759,BARCELONA,Premià de Mar,CENTRO SALUD,PREMIÀ DE MAR,"C/ LA PLAÇA, Nº 93",8330
8760,BARCELONA,Premià de Dalt,CONSULTORIO LOCAL,PREMIÀ DE DALT -NUCLI-,"CTRA. DE L'ENLLAÇ, Nº 37",8338
8761,BARCELONA,Rubí,CENTRO SALUD,MÚTUA RUBÍ,"CL DE PRAT DE LA RIBA, Nº 20-22",8191
8762,BARCELONA,Castellbisbal,CENTRO SALUD,CASTELLBISBAL,"AV. PAU CASALS, Nº 12",8755
8763,BARCELONA,Rubí,CENTRO SALUD,ANTÓN DE BORJA,"C/ INVENTOR EDISON, S/N",8191
8764,BARCELONA,Rubí,CENTRO SALUD,SANT GENÍS,"CL MIQUEL MUMANY CAMPDERRÓS, Nº 11 - 19",8191
8765,BARCELONA,Sabadell,CENTRO SALUD,CENTRE,"PL. JOAN OLIU, Nº 9",8201
8766,BARCELONA,Sabadell,CENTRO SALUD,SANT OLEGUER,"C/ SOL I PADRÍS, Nº 56-60",8203
8767,BARCELONA,Sabadell,CENTRO SALUD,CREU ALTA,"CTRA. DE CASTELLAR, Nº 222",8208
8768,BARCELONA,Sabadell,CENTRO SALUD,CA N'ORIAC,"PG. SANT BERNAT, Nº 22",8207
8769,BARCELONA,Sabadell,CENTRO SALUD,NORD,"C/ MERCÈ RODOREDA, Nº 24",8207
8770,BARCELONA,Sabadell,CENTRO SALUD,CONCÒRDIA,"PLAZA SAN AGUSTÍ, Nº 4",8206
8771,BARCELONA,Sabadell,CENTRO SALUD,CAN RULL,"AV. PRESIDENT LLUÍS COMPANYS I JOVER, Nº 70 ",8206
8772,BARCELONA,Sabadell,CENTRO SALUD,SANT FÈLIX,"CTRA. DE BARCELONA, Nº 473",8204
8773,BARCELONA,Sabadell,CENTRO SALUD,GRÀCIA,"C/ PERMANYER, Nº 65",8205
8774,BARCELONA,Sabadell,CENTRO SALUD,MERINALS,"C/ LA PALMA, Nº 93",8205
8775,BARCELONA,Sabadell,CENTRO SALUD,CREU DE BARBERÀ,"PL. CASTELAO, Nº 2",8203
8776,BARCELONA,Sabadell,CENTRO SALUD,SUD,C/ FEIJOO Nº 87,8204
8777,BARCELONA,Sabadell,CENTRO SALUD,LA SERRA,"PL. CRISTÓBAL RAMOS, Nº 2",8202
8778,BARCELONA,Sabadell,CONSULTORIO LOCAL,POBLE NOU,"C/ DEL REMEI, Nº 1-9",8203
8779,BARCELONA,Sant Adrià de Besòs,CENTRO SALUD,DOCTOR BARRAQUER,"PL. DEL DR. TRUETA, S/N",8930
8780,BARCELONA,Sant Adrià de Besòs,CENTRO SALUD,LA MINA,"C/ MAR, S/N",8930
8781,BARCELONA,Sant Andreu de la Barca,CENTRO SALUD,SANT ANDREU DE LA BARCA,"AV. CONSTITUCIÓ, Nº 37",8740
8782,BARCELONA,Sant Andreu de la Barca,CONSULTORIO LOCAL,LA SOLANA,"C/ SANT FELIP NERI, Nº 18, LOCAL 2",8740
8783,BARCELONA,Caldes d'Estrac,CONSULTORIO LOCAL,CALDES D'ESTRAC,"PL. DE LA VILA, Nº 1",8393
8784,BARCELONA,Sant Andreu de Llavaneres,CENTRO SALUD,SANT ANDREU DE LLAVANERES,"PG. DE JAUME BRUTAU, Nº 2",8392
8785,BARCELONA,Sant Vicenç de Montalt,CONSULTORIO LOCAL,SANT VICENÇ DE MONTALT,"AV. VERGE DE MONTSERRAT, Nº 2",8394
8786,BARCELONA,Sant Vicenç de Montalt,CONSULTORIO LOCAL,MONTALPARC,"CL MEDITERRÀNIA, Nº 4",8394
8787,BARCELONA,Sant Boi de Llobregat,CENTRO SALUD,MONTCLAR,"C/ PI I MARGALL, Nº 115",8830
8788,BARCELONA,Sant Boi de Llobregat,CENTRO SALUD,MOLÍ NOU,"RONDA SAN RAMÓN , Nº 5",8830
8789,BARCELONA,Santa Coloma de Cervelló,CONSULTORIO LOCAL,COLONIA GÜELL,"C/ ARANYÓ, Nº 8",8690
8790,BARCELONA,Santa Coloma de Cervelló,CENTRO SALUD,SANTA COLOMA DE CERVELLÒ,"C/ JOAN XXIII, Nº 24",8690
8791,BARCELONA,Sant Boi de Llobregat,CENTRO SALUD,CAMPS BLANCS,"PL. D'EUSKADI, S/N",8830
8792,BARCELONA,Sant Boi de Llobregat,CENTRO SALUD,VINYETS,"RDA. SANT RAMON, Nº 187",8830
8793,BARCELONA,Gualba,CONSULTORIO LOCAL,GUALBA,"PG. MONTSENY, Nº 61",8474
8794,BARCELONA,Sant Celoni,CONSULTORIO LOCAL,LA BATLLÓRIA,"C/ MAJOR, Nº 15",8470
8795,BARCELONA,Sant Celoni,CENTRO SALUD,SANT CELONI,"C/ DIPUTACIÓ, Nº 30",8470
8796,BARCELONA,Sant Esteve de Palautordera,CONSULTORIO LOCAL,SANT ESTEVE DE PALAUTORDERA,"C/ VERGE DEL REMEI, Nº 19",8460
8797,BARCELONA,Santa Maria de Palautordera,CENTRO SALUD,SANTA MARIA DE PALAUTORDERA,"PASSEIG DEL REMEI, Nº 31",8460
8798,BARCELONA,Vallgorguina,CONSULTORIO LOCAL,VALLGORGUINA,"CTRA. DE MATARÓ, Nº 23",8471
8799,BARCELONA,Sant Cugat del Vallès,CENTRO SALUD,VALLDOREIX,"PS OLABARRIA, Nº 145",8197
8800,BARCELONA,Sant Cugat del Vallès,CONSULTORIO LOCAL,LA FLORESTA,"CL PEARSON, Nº 36",8198
8801,BARCELONA,Sant Cugat del Vallès,CONSULTORIO LOCAL,LES PLANES,"PZ DEL COLL DE LA CREU D'EN BAU, Nº 7",8196
8802,BARCELONA,Sant Cugat del Vallès,CENTRO SALUD,TURÓ DE CAN MATES,"CR DE VALLVIDRERA, Nº 38",8173
8803,BARCELONA,Sant Feliu de Llobregat,CENTRO SALUD,EL PLA,"PL. FELIP ALCÀNTARA ARELLANO, Nº 3",8980
8804,BARCELONA,Sant Feliu de Llobregat,CENTRO SALUD,RAMBLA,"RBLA. DE LA MARQUESA DE CASTELLBELL, Nº 98-100",8980
8805,BARCELONA,Sant Joan Despí,CENTRO SALUD,VERDAGUER,"C/ CREU D'EN MUNTANER, S/N",8970
8806,BARCELONA,Sant Joan Despí,CENTRO SALUD,LES PLANES,"AV. DE BARCELONA, Nº 62",8970
8807,BARCELONA,Sant Just Desvern,CENTRO SALUD,SANT JUST DESVERN,"AV. DE LA INDÚSTRIA, S/N",8960
8808,BARCELONA,Sant Quirze del Vallès,CENTRO SALUD,SANT QUIRZE DEL VALLÈS,"AV. EGARA, S/N",8192
8809,BARCELONA,Cabrera d'Anoia,CONSULTORIO LOCAL,CABRERA D'ANOIA,"RAMBLA CANALETES, Nº 1",8718
8810,BARCELONA,Mediona,CONSULTORIO LOCAL,MEDIONA,"C/ DOCTOR TRUETA, Nº 10",8773
8811,BARCELONA,Sant Pere de Riudebitlles,CONSULTORIO LOCAL,SANT PERE DE RIUDEBITLLES,"RAMBLA SANT JORDI, Nº 1",8776
8812,BARCELONA,Sant Quintí de Mediona,CONSULTORIO LOCAL,SANT QUINTÍ DE MEDIONA,"C/ JOAN AMADES, Nº 6",8777
8813,BARCELONA,Sant Sadurní d'Anoia,CENTRO SALUD,SANT SADURNÍ D'ANOIA,"CL GELIDA, S/N",8770
8814,BARCELONA,Torrelavit,CONSULTORIO LOCAL,TORRELAVIT,"C/ MOLÍ, Nº 29",8775
8815,BARCELONA,Sant Vicenç dels Horts,CENTRO SALUD,VILA VELLA,"CR DE SANT BOI, Nº 108",8620
8816,BARCELONA,Torrelles de Llobregat,CENTRO SALUD,TORRELLES DE LLOBREGAT,"PL. DOCTOR GONZÁLEZ, Nº 1",8629
8817,BARCELONA,Sant Vicenç dels Horts,CENTRO SALUD,EL SERRAL DE SANT VIÇENS DELS HORS,"CTRA. DE SANT BOI, Nº 59 - 61",8620
8818,BARCELONA,Santa Coloma de Gramenet,CENTRO SALUD,DOCTOR VILASECA (CAN MARINER),"C/ SANT CARLES, Nº 79",8921
8819,BARCELONA,Santa Coloma de Gramenet,CENTRO SALUD,LLATÍ,"C/ PERÚ, Nº 60-62",8921
8820,BARCELONA,Santa Coloma de Gramenet,CENTRO SALUD,SINGUERLÍN,"C/ SANTIAGO RUSIÑOL, Nº 64-68",8924
8821,BARCELONA,Santa Coloma de Gramenet,CENTRO SALUD,SANTA COLOMA DE GRAMENET,"C/ MAJOR, Nº 49-53",8921
8822,BARCELONA,Santa Coloma de Gramenet,CENTRO SALUD,SANTA ROSA,"C/ ELCANO, S/N",8923
8823,BARCELONA,Santa Coloma de Gramenet,CENTRO SALUD,EL FONDO,"C/ MN. J. VERDAGUER, Nº 118",8923
8824,BARCELONA,Santa Perpètua de Mogoda,CENTRO SALUD,LA FLORIDA,PASSEIG DE LA FLORIDA Nº 43,8130
8825,BARCELONA,Santa Perpètua de Mogoda,CENTRO SALUD,SANTA PERPÈTUA DE MOGODA,"AV. DE MN. JACINTO VERDAGUER, Nº 11",8130
8826,BARCELONA,Sitges,CENTRO SALUD,SITGES,"CAMÍ DELS CAPELLANS, S/N",8870
8827,BARCELONA,Terrassa,CENTRO SALUD,SANT LLÀTZER,"CARRER DE LA RIBA, Nº 62",8221
8828,BARCELONA,Terrassa,CENTRO SALUD,TERRASSA EST,"C/ CIUTAD REAL, Nº 31",8227
8829,BARCELONA,Terrassa,CENTRO SALUD,ANTONI CREUS - CAN PARELLADA,"CL D'ITÀLIA, Nº 5",8228
8830,BARCELONA,Terrassa,CENTRO SALUD,TERRASSA OEST,"AV. ÀNGEL SALLENT, Nº 171",8224
8831,BARCELONA,Viladecavalls,CONSULTORIO LOCAL,VILLADECAVALLS,"CL SANT JOAN, S/N",8232
8832,BARCELONA,Ullastrell,CONSULTORIO LOCAL,ULLASTRELL,"C DE TERRASSA, S/N",8231
8833,BARCELONA,Viladecavalls,CENTRO SALUD,CAN TRIAS-ERNEST LLUC DE VILADECAVALLS,"C/ PINTOR CASAS, S/N",8232
8834,BARCELONA,Terrassa,CENTRO SALUD,RAMBLA DE TERRASSA,"RAMBLA D'EGARA, Nº 386-388",8221
8835,BARCELONA,Matadepera,CENTRO SALUD,MATADEPERA,"PL. DE L'ADJUNTAMENT, Nº 2",8230
8836,BARCELONA,Terrassa,CENTRO SALUD,TERRASSA NORD,"C/ 25 DE SEPTEMBRE, Nº 26",8226
8837,BARCELONA,Terrassa,CENTRO SALUD,TERRASSA SUD -CAN JOFRESA-,"AV. SANTA EULALIA, S/N",8223
8838,BARCELONA,Bigues i Riells,CENTRO SALUD,BIGUES I RIELLS,"C/ PRAT DE LA RIBA, Nº 54",8415
8839,BARCELONA,Lliçà d'Amunt,CENTRO SALUD,PALAUDÀRIES,C/ SEGRE Nº 61 - 63,8186
8840,BARCELONA,Lliçà d'Amunt,CENTRO SALUD,LA CRUÏLLA,"CTRA DE GRANOLLERS A CALDES, Km 7,5",8186
8841,BARCELONA,Lliçà de Vall,CENTRO SALUD,LLIÇÀ DE VALL,"C/ CERDANYA, Nº 39",8185
8842,BARCELONA,Santa Eulàlia de Ronçana,CENTRO SALUD,SANTA EULÀLIA DE RONÇANA,"C/ CAMÍ DE CAN TORRES, S/N",8187
8843,BARCELONA,Vallirana,CENTRO SALUD,VALLIRANA,"C/ JOAN CAPRI, Nº 7",8759
8844,BARCELONA,Cervelló,CENTRO SALUD,CERVELLÓ,"C/ ANSELM CLAVÉ, S/N",8758
8845,BARCELONA,Viladecans,CENTRO SALUD,MAS FONT DE VILADECANS,"PTGE. MARINA, Nº 2-4",8840
8846,BARCELONA,Sant Climent de Llobregat,CONSULTORIO LOCAL,SANT CLIMENT DE LLOBREGAT,"PL. DE LA VILA, S/N",8849
8847,BARCELONA,Viladecans,CENTRO SALUD,MARÍA BERNADES,"CL DE LA MARE DE DÉU DE MONTSERRAT, Nº 124-126",8840
8848,BARCELONA,Vilafranca del Penedès,CENTRO SALUD,ALT PENEDÈS,"PL. DEL PENEDÈS, Nº 1",8720
8849,BARCELONA,Vilafranca del Penedès,CENTRO SALUD,VILAFRANCA NORD,"AV DE LA PELEGRINA, Nº 70 ",8720
8850,BARCELONA,Vilanova i la Geltrú,CENTRO SALUD,SANT JOAN,"C/ JARDÍ, Nº 106",8800
8851,BARCELONA,Vilanova i la Geltrú,CENTRO SALUD,JAUME I,"C/ MANUEL MARQUÈS, S/N",8800
8852,BARCELONA,Vilanova i la Geltrú,CENTRO SALUD,BAIX  A MAR,"PZ DELS BOLERANYS, Nº 5",8800
8853,BARCELONA,Cabrils,CONSULTORIO LOCAL,CABRILS,"C/ DE CAL BATALLÓ, S/N",8348
8854,BARCELONA,Vilassar de Dalt,CENTRO SALUD,VILASSAR DE DALT,"PL. DE LA VILA, Nº 8",8339
8855,BARCELONA,Cabrera de Mar,CONSULTORIO LOCAL,CABRERA DE MAR,"PL. CAN PAU FERRER, Nº 1",8349
8856,BARCELONA,Cabrera de Mar,CONSULTORIO LOCAL,PLA DE L'AVELLÀ,"RAMBLA DELS VINYALS, Nº  20",8349
8857,BARCELONA,Vilassar de Mar,CENTRO SALUD,DR. GUILLERMO MASRIERA I GUARDIOLA,"C/ SANTA MARIA, Nº 59-79",8340
8858,BARCELONA,Bagà,CONSULTORIO LOCAL,BAGÀ,"C/ VILASECA, Nº 2",8695
8859,BARCELONA,Castellar de n'Hug,CONSULTORIO LOCAL,CASTELLAR DE N'HUG,"C/ NOU, S/N",8699
8860,BARCELONA,Guardiola de Berguedà,CENTRO SALUD,GUARDIOLA DE BERGUEDÀ,"C/ DE L'ESTACIÓ, Nº 4",8694
8861,BARCELONA,"Pobla de Lillet, La",CONSULTORIO LOCAL,LA POBLA DE LILLET,"CL CARRILET, S/N",8696
8862,BARCELONA,Saldes,CONSULTORIO LOCAL,SALDES,"C/ ZONA CAMP DEL CANTÓ, S/N",8699
8863,BARCELONA,Sant Julià de Cerdanyola,CONSULTORIO LOCAL,SANT JULIÀ DE CERDANYOLA,"PLAÇA DE L'AJUNTAMENT, S/N",8699
8864,BARCELONA,Vallcebre,CONSULTORIO LOCAL,VALLCEBRE,"PZ DEL ROSER, S/N",8699
8865,LLEIDA,Gósol,CONSULTORIO LOCAL,GÓSOL,"PL. MAJOR, Nº 1",25716
8866,BARCELONA,Argençola,CONSULTORIO LOCAL,ARGENÇOLA,"PZ DE L'ESGLÉSIA, S/N",8719
8867,BARCELONA,Carme,CONSULTORIO LOCAL,CARME,"AV. CATALUNYA, S/N",8787
8868,BARCELONA,Castellolí,CONSULTORIO LOCAL,CASTELLOLÍ,"AV. DE LA UNIÓ, Nº 62",8719
8869,BARCELONA,Copons,CONSULTORIO LOCAL,COPONS,"C/ ÀNGEL GUIMERÀ, Nº 9",8281
8870,BARCELONA,Jorba,CONSULTORIO LOCAL,JORBA,"C/ DE LA SORT, Nº 9",8719
8871,BARCELONA,"Llacuna, La",CONSULTORIO LOCAL,LA LLACUNA,"PL. DE LES ERES, S/N",8779
8872,BARCELONA,Montmaneu,CONSULTORIO LOCAL,MONTMANEU,"C/ MAJOR, Nº 46",8717
8873,BARCELONA,Òdena,CONSULTORIO LOCAL,BARRI DE SANT PERE,"C/ UNIÓ, Nº 2",8711
8874,BARCELONA,Òdena,CONSULTORIO LOCAL,ÒDENA,"C/ LA FONT, Nº 5",8711
8875,BARCELONA,"Pobla de Claramunt, La",CONSULTORIO LOCAL,LA POBLA DE CLARAMUNT,"C/ PARE ANTON SOTERAS, Nº 2",8787
8876,BARCELONA,Sant Martí de Tous,CONSULTORIO LOCAL,SANT MARTÍ DE TOUS,"C/ ESCOLES, Nº 10",8712
8877,BARCELONA,Calders,CONSULTORIO LOCAL,CALDERS,"CAMÍ DEL CARGOLAIRE, S/N",8275
8878,BARCELONA,Artés,CENTRO SALUD,DR AGUSTÍ GARRIGA D'ARTÉS,"C/ ARQUITECTE GAUDÍ, Nº 76 BIS",8271
8879,BARCELONA,Avinyó,CONSULTORIO LOCAL,AVINYÓ,"PS DEL PASSEIG, Nº 19",8279
8880,BARCELONA,Monistrol de Calders,CONSULTORIO LOCAL,MONISTROL DE CALDERS,"CL DEL CAMP DE FUTBOL, S/N",8275
8881,BARCELONA,Sant Feliu Sasserra,CONSULTORIO LOCAL,SANT FELIU SASSERRA,"CTRA. MANRESA, Nº 20",8274
8882,BARCELONA,Santa Maria d'Oló,CONSULTORIO LOCAL,SANTA MARIA D'OLÓ,"PG. CARME VIDAL, Nº 30",8273
8883,BARCELONA,Casserres,CONSULTORIO LOCAL,CASSERRES,"PG. BISBE COMELLAS, Nº 67",8693
8884,BARCELONA,Gironella,CENTRO SALUD,GIRONELLA,"PL. DE CAMPANALS, S/N",8680
8885,BARCELONA,Olvan,CONSULTORIO LOCAL,OLVAN,"PL. AJUNTAMENT, S/N",8611
8886,BARCELONA,Olvan,CONSULTORIO LOCAL,CAL ROSAL,"CTRA. DE BERGA, S/N",8699
8887,BARCELONA,Puig-reig,CENTRO SALUD,PUIG-REIG,"PG. DE LA VÍA, Nº 14",8692
8888,BARCELONA,Avià,CONSULTORIO LOCAL,AVIÀ,"C/ ANSELM CLAVÉ, S/N",8610
8889,BARCELONA,Berga,CENTRO SALUD,BERGA,"C/ QUIM SERRA, Nº 1",8600
8890,BARCELONA,Borredà,CONSULTORIO LOCAL,BORREDÀ,"C/ DE DALT, Nº 5",8619
8891,BARCELONA,Castellcir,CONSULTORIO LOCAL,CASTELLCIR,"C/ DE CAL SOLANES, S/N",8183
8892,BARCELONA,Castellterçol,CONSULTORIO LOCAL,CASTELLTERÇOL,"CTRA. CASTELLCIR, S/N",8183
8893,BARCELONA,Cercs,CONSULTORIO LOCAL,SANT JORDI,"C/ JOAN CARLES I, Nº 1",8698
8894,BARCELONA,Cercs,CONSULTORIO LOCAL,SANT CORNELI,"CL HABITATGE SANTA BARBARA, Nº 1",8698
8895,BARCELONA,Cercs,CONSULTORIO LOCAL,CERCS,"CTRA. DE RIBES, Nº 22",8698
8896,BARCELONA,Cercs,CONSULTORIO LOCAL,LA RODONELLA,PG. ONZE DE SETEMBRE,8698
8897,BARCELONA,Calaf,CENTRO SALUD,CALAF,"CTRA. LLARGA, S/N",8280
8898,BARCELONA,Castellfollit de Riubregós,CONSULTORIO LOCAL,CASTELLFOLLIT DE RIUBREGÓS,"C/ MAJOR, Nº 10",8281
8899,BARCELONA,"Prats de Rei, Els",CONSULTORIO LOCAL,PRATS DE REI (ELS),"C/ RAVALET, Nº 31",8281
8900,BARCELONA,Pujalt,CONSULTORIO LOCAL,PUJALT,"C/ SANT ANDREU, Nº 1",8282
8901,BARCELONA,Sant Martí Sesgueioles,CONSULTORIO LOCAL,SANT MARTÍ SESGUEIOLES,"PL. AJUNTAMENT, S/N",8282
8902,BARCELONA,Sant Pere Sallavinera,CONSULTORIO LOCAL,SANT PERE SALLAVINERA,"C/ RAVAL, S/N",8281
8903,LLEIDA,Biosca,CONSULTORIO LOCAL,BIOSCA,"C/ NOU, Nº 5",25752
8904,LLEIDA,Torà,CONSULTORIO LOCAL,TORÀ,"PL. DEL VALL, Nº 1",25750
8905,LLEIDA,Pinós,CONSULTORIO LOCAL,ARDÈVOL DE PINÓS,"PL. MAJOR, S/N",25287
8906,LLEIDA,"Molsosa, La",CONSULTORIO LOCAL,LA MOLSOSA,"PL. ESGLÉSIA, S/N",8281
8907,BARCELONA,Capellades,CENTRO SALUD,CAPELLADES,"C/ TORRENOVA, Nº 18",8786
8908,BARCELONA,"Torre de Claramunt, La",CONSULTORIO LOCAL,LA TORRE DE CLARAMUNT,"C/ CASTELL, Nº 15",8789
8909,BARCELONA,Vallbona d'Anoia,CONSULTORIO LOCAL,VALLBONA D'ANOIA - DR LLUÍS QUER,"CL MAJOR, Nº 36",8785
8910,BARCELONA,Cardona,CENTRO SALUD,CARDONA,"PASSEIG MOSSÉN JOAN RIBA, Nº 1",8261
8911,BARCELONA,Cardona,CONSULTORIO LOCAL,LA COROMINA,"C/ TEULISSOS, Nº 5",8261
8912,BARCELONA,Montmajor,CONSULTORIO LOCAL,MONTMAJOR,"PZ DEL MERCAT, Nº 1",8261
